Empresa;Municipio
Tele Design Servicos e Comercio de Telecomunicacões Ltda;Campinas
Grassar Participacões Ltda;Sao Paulo
Lotus Quimica Ambiental Ltda. - ME;Sao Paulo
Icra Produtos para Cerâmica Ltda (ICRA);Mogi Guacu
Biotiba Inovacao Ltda;Botucatu
Vera Fantinato;Sao Paulo
Techfield Assessoria e Consultoria Agricola Ltda (TechField);Botucatu
Isoermetica Isoladores Hermeticos Ltda;Sao Paulo
Orbys Desenvolvimento de Tecnologia de Materiais Ltda;Sao Paulo
Indústria de Artefatos de Borracha Esper Ltda;Sao Paulo
Clorovale Diamantes Indústria e Comercio Ltda;Sao Jose dos Campos
Paulo Eduardo Silveira - ME;Sao Carlos
Millbox Comercio e Montagens de Equipamentos de Eletronica Ltda;Ribeirao Preto
Clorovale Diamantes Indústria e Comercio Ltda;Sao Jose dos Campos
EDG Equipamentos e Controles Ltda;Sao Carlos
Meta Ambiente Consultoria e Servicos Florestais Ltda;Botucatu
Cartovias Engenharia Cartografica S/S Ltda;Presidente Prudente
Qualilux Indústria de Equipamentos opticos e Eletronicos Ltda. - ME;Sao Carlos
Kaoru Baba;Sao Paulo
C T Alves Usinagem - EPP;Campinas
Intense Solucões em Desenvolvimento optico Ltda. - EPP;Campinas
Orbys Desenvolvimento de Tecnologia de Materiais Ltda;Sao Paulo
Scylla Informatica S/A;Campinas
Intertrade Brasil, Telecomunicacões, Multimidia e Representacões Ltda;Sao Lourenco da Serra
Opto Medica Equipamentos Ltda;Sao Carlos
Evora Tecnologia Ltda. - EPP;Campinas
Sistema Ciclo Processamento Ltda. - ME;Cotia
SYM Tecnologia de Informacao Ltda;Sao Paulo
Núcleo Biotecnologico de Reproducao Animal S/C Ltda;Cravinhos
Noxt Indústria e Comercio de Produtos Eletronicos Ltda;Sao Jose dos Campos
Envelhecer Consultoria e Pesquisa em Gerontologia S/S Ltda;Sao Carlos
D A Software e Servicos S/A;Campinas
Carlos Alberto Ferragini - ME;Sao Carlos
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Antoniosi Tecnologia Agroindustrial Ltda. - EPP;Matao
Vitrovita Instituto de Inovacao em Vitrocerâmicos Importacao e Exportacao Ltda. - EPP;Sao Carlos
A & C Laboratorios Ltda. - EPP;Taboao da Serra
Globalmaq Transdutores Magneticos Indústria e Comercio Ltda (GLOBALMAQ);Sao Paulo
Multi Vegetal Indústria e Comercio de Cosmeticos e Produtos Naturais Ltda. - ME;Campinas
Leona Indústria e Comercio de Materiais e Ligas Odontologicas e Medicas Ltda. - ME;Sao Bernardo do Campo
Inclinare Tecnologia e Inovacao em Informatica Ltda;Sao Carlos
Wavetek Tecnologies Industria, Comercio, Importacao e Exportacao de Produtos Medicos opticos Ltda (Wavetek);Sao Carlos
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
Evora Tecnologia Ltda. - EPP;Campinas
Joana D'Arc Felix de Sousa;Franca
J Angelo Pesquisa Desenvolvimento e Consultoria Ltda. - EPP;Sao Paulo
Labmaq do Brasil Ltda;Ribeirao Preto
Rick Comercio, Importacao e Exportacao, Pesquisa e Desenvolvimento de Solucões para Aviacao Experimental Ltda;Sao Paulo
Chemyunion Ltda;Sorocaba
Thorus Scisoft Tecnologia da Informacao Ltda;Campinas
Agricef Solucões Tecnologicas para Agricultura Ltda (Agricef);Campinas
Asga Comunicacões Sem Fio Ltda;Paulinia
Empromec Indústria e Comercio de Instrumentos Odontologicos Ltda. - ME;Mococa
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
Laboratorio Biosintesis P & D do Brasil Ltda;Sao Paulo
Promip Comercio, Pesquisas e Desenvolvimento de Agentes Biologicos Ltda (PROMIP);Engenheiro Coelho
Transfix Transplante de Embriões Ltda;Patrocinio Paulista
Invent Biotecnologia Ltda. - ME;Ribeirao Preto
SMF Bioplus Desenvolvimento de Pesquisas Tecnologicas e Quimicas Ltda. - EPP;Campinas
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Gustavo Lara Campos Cavenaghi Material Eletrico - EPP;Itapira
Cientistas Associados Desenvolvimento Tecnologico Ltda;Sao Carlos
Flavor Tec Aromas de Frutas Ltda;Pindorama
Transfrigor do Brasil Indústria e Comercio de Equipamentos de Refrigeracao para Transporte Ltda (TransFrigor);Campinas
Invent Biotecnologia Ltda. - ME;Ribeirao Preto
Vitrovita Instituto de Inovacao em Vitrocerâmicos Importacao e Exportacao Ltda. - EPP;Sao Carlos
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
Silvana Maria da Fonseca Carvalho - EPP;Sao Carlos
Eyetec Equipamentos Oftalmicos Indústria, Comercio Importacao e Exportacao Ltda. - EPP;Sao Carlos
Alexandre Rodrigues da Silva Software;Charqueada
Innolution Sistemas de Informatica Ltda;Ribeirao Preto
WSGB Laboratorios Ltda;Sao Carlos
Analitix Solucões em Financas Ltda;Santana de Parnaiba
BR Labs Indústria e Comercio em Sistemas de Lasers e Componentes opticos e Eletronicos Ltda;Campinas
Solucao Ambiental Analises e Consultoria Ltda (SAAC);Sao Carlos
Solbet Indústria e Comercio Ltda;Campinas
Enalta Inovacões Tecnologicas S/A;Sao Carlos
Tecnologia e Ciencia Educacional Ltda (TECE);Rio Claro
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
Quadros Systems Brasil Ltda;Sao Carlos
Ujima Software Ltda;Campinas
Natural Products & Technologies Ltda. - ME;Rafard
Alonso e Alonso Engenharia e Representacões Ltda. - ME;Sao Jose dos Campos
Impetech Informatica Ltda;Hortolândia
Kairos Phytochemicals Comercio, Importacao e Exportacao de Derivados Vegetais Ltda;Campinas
Farmacore Biotecnologia Ltda (FARMACORE);Sao Paulo
Mixing Engenharia e Software Ltda;Campinas
Fiberwork Comunicacões opticas Ltda;Campinas
Polaris Indústria e Comercio de Componentes Mecânicos Ltda. - EPP;Sao Jose dos Campos
Mselli Engenharia e Consultoria Ltda;Sertaozinho
Remisp Comercio e Servicos Ltda. - ME;Holambra
LOG1 Consulting Solucões em Redes Ltda;Santos
SYM Tecnologia de Informacao Ltda;Sao Paulo
Sistemas de Fluxos Brasil Indústria e Comercio Ltda;Sao Carlos
Quantum Biotecnologia, Equipamentos, Servicos de Laboratorio Ltda. - ME;Sao Carlos
Madeplas Artefatos de Madeira Ltda;Catanduva
Adiante Informatica Ltda;Sao Paulo
Electropack Pesquisa e Desenvolvimento de Sistemas Eletricos Ltda;Campinas
Ablevision Sistemas Computacionais Ltda;Sao Carlos
Elizaide Luzia de Alvarenga Yoshida - ME;Botucatu
Bioativa Pesquisas e Compostos Bioativos Ltda;Botucatu
Nano Sil Indústria e Comercio Ltda;Itu
MS & Rcasoft Tecnologia da Informacao e Telecomunicacões Ltda;Campinas
RFG Tecnologia Eletronica Ltda;Sao Jose dos Campos
Dankia Automacao Hospitalar Ltda;Sao Paulo
Di Leu & Caldas Ltda. - ME;Sao Jose dos Campos
IMS Engenharia de Sistemas Medicos Ltda;Sao Paulo
Mhnano Indústria e Desenvolvimento de Materiais Nanoestruturados Ltda. - ME;Sao Carlos
Sistemas de Fluxos Brasil Indústria e Comercio Ltda;Sao Carlos
Ideia Pesquisa e Desenvolvimento de Maquinas e Implementos Agricolas - ME;Jaboticabal
Polikem Tecnologia em Polimeros Ltda. - EPP;Sao Carlos
Mairum Ceoldo Andrade - ME;Ribeirao Preto
DNA Consult Genetica e Biotecnologia S/S Ltda;Sao Carlos
Marco Antonio Mazari - ME;Sao Carlos
Bonavision Auxilios opticos Ltda;Sao Paulo
Griaule Biometrics Ltda;Campinas
PDA Inovacões, Pesquisa e Desenvolvimento no Agronegocio Ltda;Sao Carlos
Technopol Pesquisa e Desenvolvimento Ltda (Technopol);Sao Carlos
STQ Comercio e Servicos de Tecnologia Quimica Ltda;Sao Paulo
Atmos Sistemas Ltda;Sao Paulo
Alberto Servicos e Comercio de Protese Dentaria Ltda;Sao Paulo
DNA Consult Genetica e Biotecnologia S/S Ltda;Sao Carlos
Coss Solucões e Tecnologia Ltda;Sao Carlos
AGX Tecnologia Ltda;Sao Carlos
Thorus Scisoft Tecnologia da Informacao Ltda;Campinas
Vocalize Solucões em Tecnologias da Fala e da Linguagem Ltda;Campinas
Fexmedia Indústria e Comercio de Equipamentos e Tecnologia Ltda;Sao Paulo
Itabras Mineracao Ltda. - EPP;Jundiai
Imag Indústria e Comercio de Componentes Eletronicos Ltda (IMAG);Ribeirao Pires
Multicorpos Engenharia S/S Ltda;Sao Carlos
Labcom Sistemas Ltda;Campinas
Churata & Dematte Ltda;Jaboticabal
Irmaos Preto Materiais para Construcao Ltda. - ME;Socorro
Agro Red Bio - Tecnologia Ltda;Mogi das Cruzes
Tiburcio & Barros Ltda;Araraquara
Cennabras Indústria e Comercio Ltda;Sao Paulo
Bionnovation Produtos Biomedicos S/A;Bauru
Mega Eletronica Indústria e Comercio Ltda. - EPP;Sao Carlos
Amazon Truck Engenharia Automatica Ltda;Campinas
OP2B Solucões para Otimizacao de Negocios Ltda;Sao Paulo
Nanobras Indústria e Comercio de Produtos Quimicos Ltda. - ME;Sao Caetano do Sul
Ecology Glass Indústria e Comercio Ltda. - ME;Limeira
Nanocore Biotecnologia Ltda. - EPP;Campinas
Optron Micromecânica optica Ltda. - ME;Campinas
G N Brasil Fertilizantes Ltda;Jaguariúna
Formatto Arquitetura e Construcao Ltda (FORMATTO);Mogi das Cruzes
Luis Felipe Uebel - ME;Sao Paulo
Chemyunion Ltda;Sorocaba
Genetica Aplicada a Atividades Veterinarias Ltda. - ME;Sao Paulo
Dynamis Indústria e Comercio Ltda. - ME;Ferraz de Vasconcelos
CP2 Ltda. - ME;Piracicaba
Q Plus Comercio em Geral Ltda. - ME;Jundiai
Bettawork Tecnologia da Informacao Ltda;Itirapua
IMS Engenharia de Sistemas Medicos Ltda;Sao Paulo
Conceito Tecnologia Ltda. - ME;Sao Paulo
Insolita Studios Desenvolvimento de Software e Jogos Ltda;Sao Paulo
Dencril Comercio e Indústria de Plasticos Ltda;Caieiras
Cenic Engenharia Indústria e Comercio Ltda;Sao Jose dos Campos
Unisoma Matematica para Produtividade S/A (UNISOMA);Campinas
Ecobiotech Biotecnologia Aplicada a Agricultura Ltda. - ME;Botucatu
Engene Engenharia Genetica Ltda;Campinas
Geologia agua e Meio Ambiente Ltda (GEOMA);Ariranha
Empresa Brasileira de Veiculos Aereos Nao Tripulados Ltda (EMBRAVANT);Sao Jose dos Campos
Atonus Engenharia de Sistemas Ltda. - EPP;Sao Jose dos Campos
Centro de Biotecnologia em Reproducao Animal S/S;Cravinhos
AGS Metalúrgica Indústria e Comercio Ltda;Piracicaba
Luxsens Pesquisa Desenvolvimento de Sensores Optoeletronicos Ltda. - ME;Rio Claro
Roberta Baptista Rodrigues - ME;Sao Paulo
Devworks Desenvolvimento de Softwares Ltda;Sao Paulo
Kloppen Solucões Tecnologicas Ltda;Pirassununga
BF Clay Especialidades Ltda;Sao Paulo
Aquavale Producao e Comercio Ltda;Jundiai
Associacao dos Floricultores da Via Dutra (AFLORD);Aruja
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
SYM Tecnologia de Informacao Ltda;Sao Paulo
Ticon Indústria, Comercio, Importacao e Exportacao de Tintas Condutivas Ltda;Diadema
Roseli Manzano Ferreira Maria - ME;Porto Feliz
Technomar Engenharia Ltda;Sao Paulo
Innolution Sistemas de Informatica Ltda;Ribeirao Preto
Agropecuaria H2O Ltda;Palestina
Planner Consultoria de Informatica e Traducões Tecnicas Ltda;Guarulhos
Teia Comercio e Servicos de Produtos Educacionais Ltda. - ME;Sao Paulo
A J Tecnologia e Indústria de Produtos Quimicos e de Silicone Ltda. - EPP;Sao Paulo
Orbys Desenvolvimento de Tecnologia de Materiais Ltda;Sao Paulo
Thema Indústria, Comercio, Assessoria e Manutencao Eletrica Ltda;Jandira
BCS Tecnologia e Servicos Ltda. - ME;Sao Paulo
Magnamed Tecnologia Medica S/A;Sao Paulo
Centro de Analise e Tipagem de Genomas Ltda (CATG);Sao Paulo
Fleximedical Indústria e Comercio de Equipamentos Medicos Ltda;Sao Paulo
Nanox Tecnologia S/A;Sao Carlos
Misque Industrial Sistemas de Reuso Ltda;Sao Bernardo do Campo
Associacao Brasileira de Batata (ABBA);Itapetininga
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
Almeida & Copeliovitch Engenharia Ltda;Santana de Parnaiba
QM Quimica de Materiais;Campinas
Cotec Tintas Serigraficas Ltda. - EPP;Sao Jose dos Campos
Econolig Tecnologia Ltda;Sao Paulo
Precisionweb Informatica Ltda;Santana de Parnaiba
Scylla Informatica S/A;Campinas
Orghan Brasil Nutraceutica Ltda;Sao Paulo
Matchreport Comercio e Desenvolvimento de Software Ltda;Campinas
Expertec Servicos e Desenvolvimento Tecnologico Ltda (EXPERTEC);Campinas
Marco Antonio Marques de Souza - EPP;Sao Paulo
Nanobionics Biotecnologia e Bioengenharia Ltda;Sao Paulo
WSGB Laboratorios Ltda;Sao Carlos
Opto Medica Equipamentos Ltda;Sao Carlos
Brascopter Projetos e Servicos Aeronauticos e Mecânicos Ltda;Sao Caetano do Sul
Futura Solucões em Automacao e Engenharia Ltda;Sao Paulo
Instituto de Psicologia Comportamental de Sao Carlos (IPC);Sao Carlos
Suma Indústria e Comercio Ltda;Campinas
Tech Chrom Instrumentos Analiticos Ltda. - ME;Campinas
Ray Sistemas Inovadores Ltda. - EPP;Sao Jose dos Campos
Zero Defeito Produtos e Servicos Ltda;Santana de Parnaiba
Agricef Solucões Tecnologicas para Agricultura Ltda (Agricef);Campinas
ISP Oil Indústria, Comercio e Tecnologia em oleos Vegetais e Resinas Ltda;Campinas
Tapinoma Indústria e Comercio de Desinfetantes Ambientais Ltda. - ME;Rio Claro
Intecmat Indústria e Tecnologia em Materiais Compostos Polimericos Ltda (InTecMat);Sao Carlos
Grinover Associados Arquitetura e Design Ltda;Sao Paulo
Genoa Laboratorio de Patologia Molecular e Celular Veterinario Ltda;Sao Paulo
PZM Comercio e Reciclagem de Plasticos Ltda. - ME;Lencois Paulista
Qualilux Indústria de Equipamentos opticos e Eletronicos Ltda. - ME;Sao Carlos
Nanocore Biotecnologia Ltda. - EPP;Campinas
Whitepix Sistemas Computacionais Ltda. - EPP;Sao Carlos
Nanox Tecnologia S/A;Sao Carlos
Eliezer Gibertoni - ME;Sao Carlos
Optsensys Instrumentacao optica e Eletronica Ltda;Sao Jose dos Campos
Aeroalcool Tecnologia Ltda;Franca
Sima Comercio e Servicos Ltda;Cajobi
Urbem Tecnologia Ambiental Materiais Reciclados para Construcao Ltda;Sao Bernardo do Campo
Biocontrol Sistema de Controle Biologico Ltda;Sertaozinho
Ibasil Tecnologia Ltda;Sao Paulo
Athena Sistemas de Gestao em Recursos Naturais Ltda;Piracicaba
CHR Cerâmica Tecnica Ltda;Sao Paulo
Cobrasper Indústria Brasileira de Perfuratrizes Ltda. - ME;Sao Carlos
Tisoft Comercio Eletronico, Desenvolvimento de Software e Consultoria em Tecnologia da Informacao Ltda;Campinas
Multivacuo Aeroespacial Ltda;Sao Jose dos Campos
Podotti Laboratorio Farmaceutico Ltda;Sao Paulo
Brascoelma Construcao Brasileira de Aquecedores Indutivos Ltda;Diadema
N Piccin Mudas e Sementes Ltda. - ME;Limeira
Efix Ltda;Sao Paulo
Agro Lab Plants Ltda. - ME;Araras
Heranza Biotecnologia Ltda. - ME;Ribeirao Preto
MRA Indústria de Equipamentos Eletronicos Ltda;Ribeirao Preto
Gene ID S/A;Sao Carlos
Sepia Assessoria e Consultoria Educacional, Pesquisa e Desenvolvimento Ltda;Mogi das Cruzes
Quasar Informatica Ltda;Hortolândia
Anod-Arc Indústria, Comercio e Servicos de Manutencao e Revestimento;Sao Paulo
Hytron Indústria, Comercio e Assessoria Tecnologica em Energia e Gases Industriais Ltda (Hytron);Campinas
Technobag Indústria de Artefatos Plasticos Ltda. - ME;Ribeirao Preto
Brdisplays Comercio e Servicos de Componentes Eletronicos Ltda;Campinas
Quasar Telemedicina Desenvolvimento de Sistemas Computacionais Ltda;Sao Paulo
MRA Indústria de Equipamentos Eletronicos Ltda;Ribeirao Preto
Racetronix Engenharia Industrial Ltda. - ME;Bauru
Mario Alexandre Gazziro - ME;Sao Carlos
Cientistas Associados Desenvolvimento Tecnologico Ltda;Sao Carlos
Inprogeo Indústria de Produtos Geossinteticos Ltda;Sao Paulo
Ipech Integracao e Processos Tecnologicos Ltda;Campinas
HCA Sistemas Inteligentes de Sensoriamento Integrados Indústria, Comercio Pesquisa Ltda;Francisco Morato
Optron Micromecânica optica Ltda. - ME;Campinas
Siena Solucões Tecnologicas e Comercio Ltda;Campinas
Navcon Navegacao e Controle Indústria e Comercio Ltda;Sao Jose dos Campos
Transformare Evolucao Tecnologica de Sistemas Ltda;Bauru
Timpel S/A;Sao Paulo
Sales e Macedo Assessoria Empresarial S/C Ltda;Valinhos
Sensoft Indústria e Automacao Ltda;Sao Carlos
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
Engemap Engenharia, Mapeamento e Aerolevantamento Ltda;Assis
Edval Goncalves de Araújo - ME;Sorocaba
Laser Tao Servicos de Prototipagem Ltda. - ME;Campinas
Asga S/A;Paulinia
Brockmeyer Space Engineering Ltda;Sao Jose dos Campos
Tramppo Comercio e Reciclagem de Produtos Industriais Ltda. - ME;Sao Paulo
Immunodot Indústria e Pesquisa de Produtos para Diagnostico Ltda. - ME;Jaboticabal
Quadros Systems Brasil Ltda;Sao Carlos
KNBS Telecomunicacões e Informatica Ltda;Campinas
Thomson Tecnologia em Energia Termica e Bombas de Calor Ltda;Campinas
Fortgeo Geociencias e Meio Ambiente Ltda. - ME;Rio Claro
Multivacuo Aeroespacial Ltda;Sao Jose dos Campos
Nexus Geoengenharia e Comercio Ltda;Sao Paulo
Valdenir Rossi;Vista Alegre do Alto
Flyever Indústria e Comercio de Equipamentos Eletronicos Ltda. - EPP;Sao Carlos
Clarear Consultoria para Indústria Alimenticia S/C Ltda;Sao Paulo
Foco do Brasil Indústria e Comercio Ltda. - ME;Sao Paulo
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
Bianco Avestruz Ltda;Sao Paulo
Deflotec Indústria e Comercio de Produtos Refratarios Ltda. - ME;Sao Carlos
EDG Equipamentos e Controles Ltda;Sao Carlos
STQ Comercio e Servicos de Tecnologia Quimica Ltda;Sao Paulo
Eletrocell Indústria e Comercio de Equipamentos Eletricos Ltda;Sao Paulo
Proteimax Consultoria S/S Ltda;Cotia
Inoveo Pesquisa, Desenvolvimento de Produtos e Projetos de Automacao de Sistemas Ltda (Inoveo);Sao Paulo
Cromatica Sistemas de Comunicacao de Dados e Informatica Ltda;Sao Paulo
Applied Science Consultoria Ltda;Sao Paulo
Nexus Geoengenharia e Comercio Ltda;Sao Paulo
Ecozon Plus Indústria, Comercio, Importacao e Exportacao de Equipamentos Geradores de Ozonio Ltda;Sao Paulo
Eletrocell Indústria e Comercio de Equipamentos Eletricos Ltda;Sao Paulo
Nanocore Biotecnologia Ltda. - EPP;Campinas
Nanox Tecnologia S/A;Sao Carlos
Multicorpos Engenharia S/S Ltda;Sao Carlos
Elo Indústria e Comercio de Correias Ltda. - EPP;Limeira
Bio Pronto Indústria e Comercio de Produtos Biologicos Ltda. - ME;Orlândia
Orbisat da Amazonia Indústria e Aerolevantamento S/A;Sao Jose dos Campos
Ecowash Indústria e Comercio de Maquinas Industriais Ltda;Campinas
Koller & Sindicic Importacao e Exportacao Ltda;Sao Paulo
Netz Informatica S/S Ltda;Sao Caetano do Sul
Anatech Equipamentos de Medicao e Controle Ltda;Sao Paulo
R C Construcões Ltda;Sao Paulo
Gwyddion Indústria de Produtos Eletronicos Ltda. - ME;Sao Carlos
Unigen Tecnologia do DNA Ltda;Sao Paulo
ADP agua de Prata Tecnologia em Solucões Metalicas Ltda;Sao Paulo
Korth Rfid Ltda;Sao Carlos
Enalta Inovacões Tecnologicas S/A;Sao Carlos
Tecnun Compostos Indústria e Comercio de Produtos Plasticos Ltda;Sao Carlos
Atonus Engenharia de Sistemas Ltda. - EPP;Sao Jose dos Campos
Proqualit Telecon Ltda;Guararema
Geodados Mapeamento e Pesquisa Ltda;Sao Jose do Rio Preto
MRA Indústria de Equipamentos Eletronicos Ltda;Ribeirao Preto
NPA Núcleo de Pesquisas Aplicadas Ltda;Jaboticabal
PHB Industrial S/A;Serrana
Mextra Engenharia Extrativa de Metais Ltda (MEXTRA);Diadema
Plasma Liits Comercio de Equipamentos Industriais Ltda. - EPP;Campinas
Tecnident Equipamentos Ortodonticos Ltda (Tecnident);Sao Carlos
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Unitech Projetos Pesquisas Desenvolvimento Consultoria Comercio Ltda;Cajobi
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Compsis Computadores Sistemas Indústria e Comercio Ltda;Sao Jose dos Campos
Lasertools Tecnologia Ltda;Sao Paulo
Navcon Navegacao e Controle Indústria e Comercio Ltda;Sao Jose dos Campos
CP2 Ltda. - ME;Piracicaba
Brasil Ostrich Comercial, Importacao e Exportacao Ltda;Pirassununga
Optolink Indústria e Comercio Sociedade Ltda;Campinas
Adespec Adesivos Especiais Ltda;Sao Paulo
Eletrocell Indústria e Comercio de Equipamentos Eletricos Ltda;Sao Paulo
Omnisys Engenharia Ltda;Sao Bernardo do Campo
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
Nanocore Biotecnologia Ltda. - EPP;Campinas
Invernire Internacional Informatica Ltda;Barueri
Ivan da Cruz Plasticos - ME;Maua
Inovamat Inovacões em Materiais Ltda;Sao Carlos
Hydrex Comercial Hidraúlica Ltda;Santo Andre
Mems Microssistemas Integrados Hibridos de Pressao, Indústria e Comercio Ltda (MEMS);Campinas
Camelback Comercio de Pneus de Santos Ltda. - ME;Santos
Zucca Alimentos Ltda. - ME;Salto
HR de Souza Informatica - ME;Santos
DDS Produtos Odontologicos Ltda;Cotia
IPS Informacao e Planejamento em Saúde, Assessoria, Comercio, Importacao e Exportacao Ltda;Campinas
CFLEX Computacao Flexivel Aplicada Ltda;Campinas
Vitrovita Instituto de Inovacao em Vitrocerâmicos Importacao e Exportacao Ltda. - EPP;Sao Carlos
Nelson Marinelli Filho - ME;Sao Carlos
Angelus-Lab Laboratorio de Pesquisa Industrial Ltda;Sao Paulo
Santos Dumont Criacao e Design Ltda. - ME;Sao Paulo
Prolatex Comercio de Latex Ltda;Americo de Campos
Fisica Medica Servicos e Consultoria Tecnica S/C Ltda;Sao Paulo
Klais Solucões Consultoria e Desenvolvimento Ltda;Campinas
Enalta Inovacões Tecnologicas S/A;Sao Carlos
Ecozon Plus Indústria, Comercio, Importacao e Exportacao de Equipamentos Geradores de Ozonio Ltda;Sao Paulo
Diprofil Forjamento Rotativo Ltda. - ME;Osasco
Oncocell Biotecnologia Ltda;Sao Paulo
Geoconsult Ltda;Sao Jose dos Campos
Central Brasileira de Comercializacao e Distribuicao de Ra Ltda;Atibaia
Instituto Internacional de Ecologia de Sao Carlos Ltda (IIE);Sao Carlos
Proteobras Desenvolvimento Biotecnologico Ltda (PROTEOBRaS);Campinas
Gepco Indústria e Comercio Ltda;Guarulhos
National Bureau Servicos de Consultoria em Negocios Ltda;Sao Bernardo do Campo
Engimplan Engenharia de Implante Indústria e Comercio Ltda. - EPP;Rio Claro
Quadros Systems Brasil Ltda;Sao Carlos
Kryptus Seguranca da Informacao Ltda;Campinas
Excelator Consultoria e Servicos Ltda;Sao Carlos
Rheabiotec Desenvolvimento, Producao e Comercializacao de Produtos de Biotecnologia Ltda (Rheabiotec);Campinas
Pro-Clone Comercio de Mudas Matrizes - ME;Holambra
Vitrovita Instituto de Inovacao em Vitrocerâmicos Importacao e Exportacao Ltda. - EPP;Sao Carlos
Vitrovita Instituto de Inovacao em Vitrocerâmicos Importacao e Exportacao Ltda. - EPP;Sao Carlos
Tecnident Equipamentos Ortodonticos Ltda (Tecnident);Sao Carlos
Digital Vxia do Brasil Automacao Ltda;Sao Paulo
Scylla Informatica S/A;Campinas
Tempo Solucões em Informatica S/C Ltda;Campinas
Criartec Indústria, Comercio e Servicos de Materiais Didaticos Ltda. - ME;Sao Paulo
Griaule Biometrics Ltda;Campinas
Fiberwork Comunicacões opticas Ltda;Campinas
Sunset Informatica Ltda;Sao Paulo
Enalta Inovacões Tecnologicas S/A;Sao Carlos
Ignis Tecnologia da Informacao e Comunicacao Ltda (IgnisCom);Campinas
Reaquim Indústria e Comercio de Produtos Quimicos Ltda. - ME;Santa Barbara D'Oeste
Ata Analises Tecnologia Comercio e Representacões Ltda;Sao Paulo
Tandra Sistemas de Controle Ltda. - ME;Sao Paulo
Refazenda Grumo Manufatura e Comercio de Generos Alimenticios Ltda (Refazenda);Botucatu
Bioware Desenvolvimento e Tecnologia em Energia e Meio Ambiente Ltda;Campinas
Deltacom Comunicacões Ltda;Campinas
Apyon Technology S/A;Sao Paulo
Fungibras Indústria e Comercio em Fungicultura Ltda;Botucatu
otica Online Ltda;Sao Carlos
DWG Arquitetura e Sistemas S/C Ltda;Sao Paulo
Brats Indústria e Comercio de Produtos Metalicos Especiais Ltda. - ME;Cajamar
Tech Chrom Instrumentos Analiticos Ltda. - ME;Campinas
Innovatech Telecom Indústria e Comercio de Equipamentos Eletronicos e de Telecomunicacões Ltda (Innovatech);Campinas
Eccos Indústria Metalúrgica Ltda;Indaiatuba
JM Tecnologia e Sistemas Ltda;Campinas
Sensis Sao Carlos Indústria Comercio Equipamentos Eletronicos Ltda. - ME;Sao Carlos
Fibraforte Engenharia Indústria e Comercio Ltda;Sao Jose dos Campos
Genetica Molecular Pesquisa e Desenvolvimento Ltda (GENON);Ribeirao Preto
Fiberwork Comunicacões opticas Ltda;Campinas
Alluvium Tecnologia em Metais Preciosos Ltda;Sao Paulo
BCB Comercio de Sucatas Plasticas Ltda. - ME;Sao Carlos
Linax Indústria e Comercio de oleos Essenciais Ltda;Votuporanga
Cientistas Associados Desenvolvimento Tecnologico Ltda;Sao Carlos
Lotus Quimica Ambiental Ltda. - ME;Sao Paulo
Fultec Inox Ltda;Sao Carlos
Adiel Comercial Ltda;Ribeirao Preto
Genomic Engenharia Molecular Ltda;Sao Paulo
Aquar Air Systems Ltda;Campinas
Fornazari & Papini Ltda;Araraquara
GGdent Comercio Servicos de Artigos Equipamentos Odontologicos Ltda;Campinas
Oriel Indústria e Comercio Ltda. - ME;Sao Carlos
Empresa Brasileira de Radiacões Ltda (EMBRARAD);Cotia
Asga S/A;Paulinia
V S Ferreira Consultoria;Americana
Tecnovip Instrumentos de Medicao Ltda (Tecnovip);Valinhos
Femto Indústria e Comercio de Instrumentos Ltda;Sao Paulo
Cromatica Sistemas de Comunicacao de Dados e Informatica Ltda;Sao Paulo
BCB Comercio de Sucatas Plasticas Ltda. - ME;Sao Carlos
Purifilt Indústria e Comercio de Filtros e Elementos Filtrantes Ltda;Sao Bernardo do Campo
CBPAK Embalagens Eco-Sustentaveis Ltda;Sao Paulo
Eliezer Gibertoni - ME;Sao Carlos
Fumito Comercio de Maquinas e Equipamentos Ltda. - ME;Sao Paulo
KBS Empreendimentos e Participacões S/C Ltda;Sao Paulo
Mind Games Software S/C Ltda;Sao Paulo
Elementos Filtrantes Prisma Ltda;Sao Paulo
Cientistas Associados Desenvolvimento Tecnologico Ltda;Sao Carlos
Ipel Itibanyl Produtos Especiais Ltda;Jarinu
Treinamento Consultoria Projetos e Pesquisa em Telecomunicacões Ltda;Campinas
Orion Indústria e Comercio de Sistemas Automatos de Pressao Ltda;Sao Paulo
